name|effect|imageUrl
Shed Shell|A tough, discarded carapace to be held by a Pokémon. It enables the holder to switch with a waiting Pokémon in battle.|https://img.pokemondb.net/sprites/items/shed-shell.png
Shell Bell|An item to be held by a Pokémon. The holder's HP is restored a little every time it inflicts damage.|https://img.pokemondb.net/sprites/items/shell-bell.png
Shiny Charm|A shiny charm said to increase the chance of finding a Shiny Pokémon in the wild.|https://img.pokemondb.net/sprites/items/shiny-charm.png
Shiny Stone|Evolves certain species of Pokémon.|https://img.pokemondb.net/sprites/items/shiny-stone.png
Shoal Salt|Pure salt that can be discovered deep inside the Shoal Cave. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/shoal-salt.png
Shoal Shell|A pretty seashell that can be found deep inside the Shoal Cave. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/shoal-shell.png
Shock Drive|Changes Techno Blast to an Electric-type move when held by Genesect.|https://img.pokemondb.net/sprites/items/shock-drive.png
Shuca Berry|Weakens a supereffective Ground-type attack against the holding Pokémon.|https://img.pokemondb.net/sprites/items/shuca-berry.png
Silk Scarf|Increases the power of Normal-type moves.|https://img.pokemondb.net/sprites/items/silk-scarf.png
Silver Leaf||https://img.pokemondb.net/s.png
Silver Nanab Berry|Greatly calms a Pokémon in battle, in Let's Go Pikachu/Eevee.|https://img.pokemondb.net/sprites/items/silver-nanab-berry.png
Silver Pinap Berry|Greatly increases chance of getting items when a Pokémon is caught, in Pokémon Let's Go.|https://img.pokemondb.net/sprites/items/silver-pinap-berry.png
Silver Powder|Increases the power of Bug-type moves.|https://img.pokemondb.net/sprites/items/silver-powder.png
Silver Razz Berry|Makes a Pokémon easier to catch in Pokémon Let's Go.|https://img.pokemondb.net/sprites/items/silver-razz-berry.png
Sitrus Berry|If held by a Pokémon, it heals the user's HP a little.|https://img.pokemondb.net/sprites/items/sitrus-berry.png
Skull Fossil|A fossil from a prehistoric Pokémon that lived on the land. It appears to be part of a head.|https://img.pokemondb.net/sprites/items/skull-fossil.png
Sky Plate|Increases power of Flying-type moves. Changes Arceus' type to Flying.|https://img.pokemondb.net/sprites/items/sky-plate.png
Slowbronite|Enables Slowbro to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/slowbronite.png
Small Bouquet||https://img.pokemondb.net/s.png
Smart Candy|Increases a Pokémon's Special Attack stat by 1.|https://img.pokemondb.net/sprites/items/smart-candy.png
Smart Candy L|Increases a Pokémon's Special Attack stat.|https://img.pokemondb.net/sprites/items/smart-candy-l.png
Smart Candy XL|Increases a Pokémon's Special Attack stat.|https://img.pokemondb.net/sprites/items/smart-candy-xl.png
Smoke Ball|An item to be held by a Pokémon. It enables the holder to flee from any wild Pokémon without fail.|https://img.pokemondb.net/sprites/items/smoke-ball.png
Smooth Rock|A Pokémon held item that extends the duration of the move Sandstorm used by the holder.|https://img.pokemondb.net/sprites/items/smooth-rock.png
Snorlium Z|Allows Snorlax to upgrade Giga Impact to a Z-Move, Pulverizing Pancake.|https://img.pokemondb.net/sprites/items/snorlium-z.png
Snowball|Raises Attack if hit by an Ice-type move.|https://img.pokemondb.net/sprites/items/snowball.png
Soda Pop|Restores 50 HP.|https://img.pokemondb.net/sprites/items/soda-pop.png
Soft Sand|Increases the power of Ground-type moves.|https://img.pokemondb.net/sprites/items/soft-sand.png
Solganium Z|Allows Solgaleo to upgrade Sunsteel Strike to a Z-Move, Searing Sunraze Smash.|https://img.pokemondb.net/sprites/items/solganium-z.png
Soothe Bell|An item to be held by a Pokémon. It is a bell with a comforting chime that calms the holder and makes it friendly.|https://img.pokemondb.net/sprites/items/soothe-bell.png
Soul Dew|Increases the power of Psychic- and Dragon-type moves when held by Latios or Latias. Increases Sp.Atk/Sp.Def prior to Gen 7.|https://img.pokemondb.net/sprites/items/soul-dew.png
Spell Tag|Increases the power of Ghost-type moves.|https://img.pokemondb.net/sprites/items/spell-tag.png
Spelon Berry|A Berry which is very rare in the Unova region. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/spelon-berry.png
Splash Plate|Increases power of Water-type moves. Changes Arceus' type to Water.|https://img.pokemondb.net/sprites/items/splash-plate.png
Spooky Plate|Increases power of Ghost-type moves. Changes Arceus' type to Ghost.|https://img.pokemondb.net/sprites/items/spooky-plate.png
Sport Ball|A special Poké Ball for the Bug-Catching Contest.|https://img.pokemondb.net/sprites/items/sport-ball.png
Sprinklotad|A watering can shaped like a Lotad. It helps promote the healthy growth of any Berries planted in good, soft soil.|https://img.pokemondb.net/sprites/items/sprinklotad.png
Stable Mulch|A fertilizer to be spread on soft soil in regions where Berries are grown. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/stable-mulch.png
Star Piece|A shard of a pretty gem that sparkles in a red color. It can be sold at a high price to shops.|https://img.pokemondb.net/sprites/items/star-piece.png
Stardust|Lovely, red-colored sand with a loose, silky feel. It can be sold at a high price to shops.|https://img.pokemondb.net/sprites/items/stardust.png
Starf Berry|Sharply raises a random stat when HP is low.|https://img.pokemondb.net/sprites/items/starf-berry.png
Steel Gem|Increases the power of a Steel-type move only once.|https://img.pokemondb.net/sprites/items/steel-gem.png
Steel Memory|Changes Silvally and its move Multi-Attack to Steel type.|https://img.pokemondb.net/sprites/items/steel-memory.png
Steelium Z|Allows the use of Corkscrew Crash, the Steel type Z-Move.|https://img.pokemondb.net/sprites/items/steelium-z.png
Steelixite|Enables Steelix to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/steelixite.png
Stick|Increases critical-hit ratio when held by Farfetch'd.|https://img.pokemondb.net/sprites/items/stick.png
Sticky Barb|A held item that damages the holder on every turn. It may latch on to foes and allies that touch the holder.|https://img.pokemondb.net/sprites/items/sticky-barb.png
Stone Plate|Increases power of Rock-type moves. Changes Arceus' type to Rock.|https://img.pokemondb.net/sprites/items/stone-plate.png
Strange Souvenir|An ornament depicting a Pokémon that is venerated as a protector in some region far from Kalos.|https://img.pokemondb.net/sprites/items/strange-souvenir.png
Stretchy Spring||https://img.pokemondb.net/s.png
Sun Stone|Evolves certain species of Pokémon.|https://img.pokemondb.net/sprites/items/sun-stone.png
Super Lure|Attracts Pokémon in the wild.|https://img.pokemondb.net/s.png
Super Potion|Restores 60 HP.|https://img.pokemondb.net/sprites/items/super-potion.png
Super Repel|An item that prevents weak wild Pokémon from appearing for 200 steps after its use.|https://img.pokemondb.net/sprites/items/super-repel.png
Swampertite|Enables Swampert to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/swampertite.png
Sweet Heart|Very sweet chocolate. It restores the HP of one Pokémon by only 20 points.|https://img.pokemondb.net/sprites/items/sweet-heart.png
Swift Wing|Increases Speed EVs by 1.|https://img.pokemondb.net/sprites/items/swift-wing.png
Tamato Berry|Increases Friendship but lowers Speed EVs.|https://img.pokemondb.net/sprites/items/tamato-berry.png
Tanga Berry|Weakens a supereffective Bug-type attack against the holding Pokémon.|https://img.pokemondb.net/sprites/items/tanga-berry.png
Tapunium Z|Allows the Tapus to upgrade Nature's Madness to a Z-Move, Guardian of Alola.|https://img.pokemondb.net/sprites/items/tapunium-z.png
Terrain Extender|An item to be held by a Pokémon. It extends the duration of the terrain caused by the holder's move or Ability.|https://img.pokemondb.net/sprites/items/terrain-extender.png
Thick Club|Increases Attack when held by Cubone or Marowak.|https://img.pokemondb.net/sprites/items/thick-club.png
Thunder Stone|Evolves certain species of Pokémon.|https://img.pokemondb.net/sprites/items/thunder-stone.png
Timer Ball|A somewhat different BALL that becomes progressively better the more turns there are in a battle.|https://img.pokemondb.net/sprites/items/timer-ball.png
Tiny Mushroom|A small and rare mushroom. It is sought after by collectors.|https://img.pokemondb.net/sprites/items/tiny-mushroom.png
TM01|Teaches the move Mega Punch/Dynamic Punch/Focus Punch/Hone Claws/Work Up/Headbutt.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM02|Teaches the move Razor Wind/Headbutt/Dragon Claw/Taunt.|https://img.pokemondb.net/sprites/items/tm-dragon.png
TM03|Teaches the move Swords Dance/Curse/Water Pulse/Psyshock/Helping Hand.|https://img.pokemondb.net/sprites/items/tm-psychic.png
TM04|Teaches the move Whirlwind/Rollout/Calm Mind/Teleport.|https://img.pokemondb.net/sprites/items/tm-psychic.png
TM05|Teaches the move Mega Kick/Roar/Rest.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM06|Teaches the move Toxic/Light Screen.|https://img.pokemondb.net/sprites/items/tm-poison.png
TM07|Teaches the move Horn Drill/Zap Cannon/Hail/Protect.|https://img.pokemondb.net/sprites/items/tm-ice.png
TM08|Teaches the move Body Slam/Rock Smash/Bulk Up/Substitute.|https://img.pokemondb.net/sprites/items/tm-fighting.png
TM09|Teaches the move Take Down/Psych Up/Bullet Seed/Venoshock/Reflect.|https://img.pokemondb.net/sprites/items/tm-poison.png
TM10|Teaches the move Double-Edge/Hidden Power/Dig.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM100|Teaches the move Confide.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM11|Teaches the move BubbleBeam/Sunny Day/Will-O-Wisp.|https://img.pokemondb.net/sprites/items/tm-fire.png
TM12|Teaches the move Water Gun/Sweet Scent/Taunt/Facade.|https://img.pokemondb.net/sprites/items/tm-dark.png
TM13|Teaches the move Snore/Ice Beam/Brick Break.|https://img.pokemondb.net/sprites/items/tm-ice.png
TM14|Teaches the move Blizzard/Fly.|https://img.pokemondb.net/sprites/items/tm-ice.png
TM15|Teaches the move Hyper Beam/Seismic Toss.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM16|Teaches the move Pay Day/Icy Wind/Light Screen/Thunder Wave.|https://img.pokemondb.net/sprites/items/tm-psychic.png
TM17|Teaches the move Submission/Protect/Dragon Tail.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM18|Teaches the move Counter/Rain Dance/U-turn.|https://img.pokemondb.net/sprites/items/tm-water.png
TM19|Teaches the move Seismic Toss/Giga Drain/Telekinesis/Roost/Iron Tail.|https://img.pokemondb.net/sprites/items/tm-flying.png
TM20|Teaches the move Rage/Endure/Safeguard/Dark Pulse.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM21|Teaches the move Mega Drain/Frustration/Foul Play.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM22|Teaches the move SolarBeam/Rock Slide.|https://img.pokemondb.net/sprites/items/tm-grass.png
TM23|Teaches the move Dragon Rage/Iron Tail/Smack Down/Thunder Punch.|https://img.pokemondb.net/sprites/items/tm-rock.png
TM24|Teaches the move Thunderbolt/DragonBreath/X-Scissor.|https://img.pokemondb.net/sprites/items/tm-electric.png
TM25|Teaches the move Thunder/Waterfall.|https://img.pokemondb.net/sprites/items/tm-electric.png
TM26|Teaches the move Earthquake/Poison Jab.|https://img.pokemondb.net/sprites/items/tm-ground.png
TM27|Teaches the move Fissure/Return/Toxic.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM28|Teaches the move Dig/Leech Life/Tri Attack.|https://img.pokemondb.net/sprites/items/tm-bug.png
TM29|Teaches the move Psychic/Scald.|https://img.pokemondb.net/sprites/items/tm-psychic.png
TM30|Teaches the move Teleport/Shadow Ball/Bulk Up.|https://img.pokemondb.net/sprites/items/tm-ghost.png
TM31|Teaches the move Mimic/Mud-Slap/Brick Break/Fire Punch.|https://img.pokemondb.net/sprites/items/tm-fighting.png
TM32|Teaches the move Double Team/Dazzling Gleam.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM33|Teaches the move Ice Punch/Reflect/Calm Mind.|https://img.pokemondb.net/sprites/items/tm-psychic.png
TM34|Teaches the move Bide/Swagger/Shock Wave/Sludge Wave/Dragon Pulse.|https://img.pokemondb.net/sprites/items/tm-poison.png
TM35|Teaches the move Metronome/Sleep Talk/Flamethrower/Ice Punch.|https://img.pokemondb.net/sprites/items/tm-fire.png
TM36|Teaches the move Selfdestruct/Sludge Bomb/Thunderbolt.|https://img.pokemondb.net/sprites/items/tm-poison.png
TM37|Teaches the move Egg Bomb/Sandstorm/Flamethrower.|https://img.pokemondb.net/sprites/items/tm-rock.png
TM38|Teaches the move Fire Blast/Thunder.|https://img.pokemondb.net/sprites/items/tm-fire.png
TM39|Teaches the move Swift/Rock Tomb/Outrage.|https://img.pokemondb.net/sprites/items/tm-rock.png
TM40|Teaches the move Skull Bash/Defense Curl/Aerial Ace/Psychic.|https://img.pokemondb.net/sprites/items/tm-flying.png
TM41|Teaches the move Softboiled/ThunderPunch/Torment/Earthquake.|https://img.pokemondb.net/sprites/items/tm-dark.png
TM42|Teaches the move Dream Eater/Facade/Self-Destruct.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM43|Teaches the move Sky Attack/Detect/Secret Power/Flame Charge/Shadow Ball.|https://img.pokemondb.net/sprites/items/tm-fire.png
TM44|Teaches the move Rest/Play Rough.|https://img.pokemondb.net/sprites/items/tm-psychic.png
TM45|Teaches the move Thunder Wave/Attract/Solar Beam.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM46|Teaches the move Psywave/Thief/Fire Blast.|https://img.pokemondb.net/sprites/items/tm-dark.png
TM47|Teaches the move Explosion/Steel Wing/Low Sweep/Surf.|https://img.pokemondb.net/sprites/items/tm-fighting.png
TM48|Teaches the move Rock Slide/Fire Punch/Skill Swap/Round/Hyper Beam.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM49|Teaches the move Tri Attack/Fury Cutter/Snatch/Echoed Voice/Superpower.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM50|Teaches the move Substitute/Nightmare/Overheat/Roost.|https://img.pokemondb.net/sprites/items/tm-fire.png
TM51|Teaches the move Roost/Ally Switch/Steel Wing/Blizzard.|https://img.pokemondb.net/sprites/items/tm-steel.png
TM52|Teaches the move Focus Blast/Sludge Bomb.|https://img.pokemondb.net/sprites/items/tm-fighting.png
TM53|Teaches the move Energy Ball/Mega Drain.|https://img.pokemondb.net/sprites/items/tm-grass.png
TM54|Teaches the move False Swipe/Flash Cannon.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM55|Teaches the move Brine/Scald/Ice Beam.|https://img.pokemondb.net/sprites/items/tm-water.png
TM56|Teaches the move Fling/Stealth Rock.|https://img.pokemondb.net/sprites/items/tm-dark.png
TM57|Teaches the move Charge Beam/Pay Day.|https://img.pokemondb.net/sprites/items/tm-electric.png
TM58|Teaches the move Endure/Sky Drop/Drill Run.|https://img.pokemondb.net/sprites/items/tm-flying.png
TM59|Teaches the move Dragon Pulse/Incinerate/Brutal Swing/Dream Eater.|https://img.pokemondb.net/sprites/items/tm-dark.png
TM60|Teaches the move Drain Punch/Quash/Megahorn.|https://img.pokemondb.net/sprites/items/tm-dark.png
TM61|Teaches the move Will-O-Wisp.|https://img.pokemondb.net/sprites/items/tm-fire.png
TM62|Teaches the move Silver Wind/Acrobatics.|https://img.pokemondb.net/sprites/items/tm-flying.png
TM63|Teaches the move Embargo.|https://img.pokemondb.net/sprites/items/tm-dark.png
TM64|Teaches the move Explosion.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM65|Teaches the move Shadow Claw.|https://img.pokemondb.net/sprites/items/tm-ghost.png
TM66|Teaches the move Payback.|https://img.pokemondb.net/sprites/items/tm-dark.png
TM67|Teaches the move Recycle/Retaliate/Smart Strike.|https://img.pokemondb.net/sprites/items/tm-steel.png
TM68|Teaches the move Giga Impact.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM69|Teaches the move Rock Polish.|https://img.pokemondb.net/sprites/items/tm-rock.png
TM70|Teaches the move Flash/Aurora Veil.|https://img.pokemondb.net/sprites/items/tm-ice.png
TM71|Teaches the move Stone Edge.|https://img.pokemondb.net/sprites/items/tm-rock.png
TM72|Teaches the move Avalanche/Volt Switch.|https://img.pokemondb.net/sprites/items/tm-electric.png
TM73|Teaches the move Thunder Wave.|https://img.pokemondb.net/sprites/items/tm-electric.png
TM74|Teaches the move Gyro Ball.|https://img.pokemondb.net/sprites/items/tm-steel.png
TM75|Teaches the move Swords Dance.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM76|Teaches the move Stealth Rock/Struggle Bug/Fly.|https://img.pokemondb.net/sprites/items/tm-flying.png
TM77|Teaches the move Psych Up.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM78|Teaches the move Captivate/Bulldoze.|https://img.pokemondb.net/sprites/items/tm-ground.png
TM79|Teaches the move Dark Pulse/Frost Breath.|https://img.pokemondb.net/sprites/items/tm-ice.png
TM80|Teaches the move Rock Slide.|https://img.pokemondb.net/sprites/items/tm-rock.png
TM81|Teaches the move X-Scissor.|https://img.pokemondb.net/sprites/items/tm-bug.png
TM82|Teaches the move Sleep Talk/Dragon Tail.|https://img.pokemondb.net/sprites/items/tm-dragon.png
TM83|Teaches the move Natural Gift/Work Up/Infestation.|https://img.pokemondb.net/sprites/items/tm-bug.png
TM84|Teaches the move Poison Jab.|https://img.pokemondb.net/sprites/items/tm-poison.png
TM85|Teaches the move Dream Eater.|https://img.pokemondb.net/sprites/items/tm-psychic.png
TM86|Teaches the move Grass Knot.|https://img.pokemondb.net/sprites/items/tm-grass.png
TM87|Teaches the move Swagger.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM88|Teaches the move Pluck/Sleep Talk.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM89|Teaches the move U-turn.|https://img.pokemondb.net/sprites/items/tm-bug.png
TM90|Teaches the move Substitute.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM91|Teaches the move Flash Cannon.|https://img.pokemondb.net/sprites/items/tm-steel.png
TM92|Teaches the move Trick Room.|https://img.pokemondb.net/sprites/items/tm-psychic.png
TM93|Teaches the move Wild Charge.|https://img.pokemondb.net/sprites/items/tm-electric.png
TM94|Teaches the move Rock Smash/Surf.|https://img.pokemondb.net/sprites/items/tm-fighting.png
TM95|Teaches the move Snarl.|https://img.pokemondb.net/sprites/items/tm-dark.png
TM96|Teaches the move Nature Power.|https://img.pokemondb.net/sprites/items/tm-normal.png
TM97|Teaches the move Dark Pulse.|https://img.pokemondb.net/sprites/items/tm-dark.png
TM98|Teaches the move Power-Up Punch/Waterfall.|https://img.pokemondb.net/sprites/items/tm-water.png
TM99|Teaches the move Dazzling Gleam.|https://img.pokemondb.net/sprites/items/tm-fairy.png
TMV Pass|A commuter pass that allows the holder to ride the TMV between Lumiose City and Kiloude City at any time.|https://img.pokemondb.net/sprites/items/tmv-pass.png
Tough Candy|Increases a Pokémon's Defense stat by 1.|https://img.pokemondb.net/sprites/items/tough-candy.png
Tough Candy L|Increases a Pokémon's Defense stat.|https://img.pokemondb.net/sprites/items/tough-candy-l.png
Tough Candy XL|Increases a Pokémon's Defense stat.|https://img.pokemondb.net/sprites/items/tough-candy-xl.png
Toxic Orb|An item to be held by a Pokémon. It is a bizarre orb that badly poisons the holder in battle.|https://img.pokemondb.net/sprites/items/toxic-orb.png
Toxic Plate|Increases power of Poison-type moves. Changes Arceus' type to Poison.|https://img.pokemondb.net/sprites/items/toxic-plate.png
Tropical Shell||https://img.pokemondb.net/s.png
Twisted Spoon|Increases the power of Psychic-type moves.|https://img.pokemondb.net/sprites/items/twisted-spoon.png
Tyranitarite|Enables Tyranitar to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/tyranitarite.png
Ultra Ball|An ultra-performance Ball that provides a higher Pokémon catch rate than a Great Ball.|https://img.pokemondb.net/sprites/items/ultra-ball.png
Ultranecrozium Z|Allows Ultra Necrozma to upgrade Photon Geyser to a Z-Move, Light That Burns the Sky.|https://img.pokemondb.net/sprites/items/ultranecrozium-z.png
Up-Grade|Evolves Porygon when traded holding the item.|https://img.pokemondb.net/sprites/items/up-grade.png
Venusaurite|Enables Venusaur to Mega Evolve during battle.|https://img.pokemondb.net/sprites/items/venusaurite.png
Wacan Berry|Weakens a supereffective Electric-type attack against the holding Pokémon.|https://img.pokemondb.net/sprites/items/wacan-berry.png
Water Gem|Increases the power of a Water-type move only once.|https://img.pokemondb.net/sprites/items/water-gem.png
Water Memory|Changes Silvally and its move Multi-Attack to Water type.|https://img.pokemondb.net/sprites/items/water-memory.png
Water Stone|Evolves certain species of Pokémon.|https://img.pokemondb.net/sprites/items/water-stone.png
Waterium Z|Allows the use of Hydro Vortex, the Water type Z-Move.|https://img.pokemondb.net/sprites/items/waterium-z.png
Watmel Berry|A Berry which is very rare in the Unova region. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/watmel-berry.png
Wave Incense|Increases the power of Water-type moves. Breeding Mantine produces Mantyke when held.|https://img.pokemondb.net/sprites/items/wave-incense.png
Weakness Policy|Sharply raises Attack and Special Attack if hit by a super-effective move.|https://img.pokemondb.net/sprites/items/weakness-policy.png
Wepear Berry|A Berry which is very rare in the Unova region. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/wepear-berry.png
Whipped Dream|Evolves Swirlix when traded holding the item.|https://img.pokemondb.net/sprites/items/whipped-dream.png
White Apricorn|A white Apricorn. It doesn't smell like anything.|https://img.pokemondb.net/sprites/items/white-apricorn.png
White Flute|A toy flute made from white glass. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/white-flute.png
White Herb|An item to be held by a POKéMON. It restores any lowered stat in battle. It can be used only once.|https://img.pokemondb.net/sprites/items/white-herb.png
Wide Lens|Increases the accuracy of moves.|https://img.pokemondb.net/sprites/items/wide-lens.png
Wiki Berry|Restores HP if it's low, but may cause confusion.|https://img.pokemondb.net/sprites/items/wiki-berry.png
Wise Glasses|Increases the power of Special-category moves.|https://img.pokemondb.net/sprites/items/wise-glasses.png
X Accuracy|Raises Accuracy of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-accuracy.png
X Accuracy 2|Sharply raises Accuracy of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-accuracy-2.png
X Accuracy 3|Drastically raises Accuracy of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-accuracy-3.png
X Accuracy 6|Immensely raises Accuracy of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-accuracy-6.png
X Attack|Raises Attack of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-attack.png
X Attack 2|Sharply raises Attack of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-attack-2.png
X Attack 3|Drastically raises Attack of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-attack-3.png
X Attack 6|Immensely raises Attack of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-attack-6.png
X Defense|Raises Defense of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-defense.png
X Defense 2|Sharply raises Defense of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-defense-2.png
X Defense 3|Drastically raises Defense of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-defense-3.png
X Defense 6|Immensely raises Defense of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-defense-6.png
X Sp. Atk|Raises Special Attack of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-sp-atk.png
X Sp. Atk 2|Sharply raises Special Attack of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-sp-atk-2.png
X Sp. Atk 3|Drastically raises Special Attack of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-sp-atk-3.png
X Sp. Atk 6|Immensely raises Special Attack of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-sp-atk-6.png
X Sp. Def|Raises Special Defense of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-sp-def.png
X Sp. Def 2|Sharply raises Special Defense of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-sp-def-2.png
X Sp. Def 3|Drastically raises Special Defense of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-sp-def-3.png
X Sp. Def 6|Immensely raises Special Defense of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-sp-def-6.png
X Speed|Raises Speed of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-speed.png
X Speed 2|Sharply raises Speed of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-speed-2.png
X Speed 3|Drastically raises Speed of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-speed-3.png
X Speed 6|Immensely raises Speed of a Pokémon in battle.|https://img.pokemondb.net/sprites/items/x-speed-6.png
Yache Berry|Weakens a supereffective Ice-type attack against the holding Pokémon.|https://img.pokemondb.net/sprites/items/yache-berry.png
Yellow Apricorn|A yellow Apricorn. It has an invigorating scent.|https://img.pokemondb.net/sprites/items/yellow-apricorn.png
Yellow Flute|A toy flute made from yellow glass. A maniac will buy it for a high price.|https://img.pokemondb.net/sprites/items/yellow-flute.png
Yellow Nectar|A flower nectar obtained at Melemele Meadow. It changes the form of certain species of Pokémon.|https://img.pokemondb.net/sprites/items/yellow-nectar.png
Yellow Scarf|Raises holder's Tough aspect in a Contest.|https://img.pokemondb.net/sprites/items/yellow-scarf.png
Yellow Shard|A small yellow shard. It appears to be from some sort of implement made long ago.|https://img.pokemondb.net/sprites/items/yellow-shard.png
Zap Plate|Increases power of Electric-type moves. Changes Arceus' type to Electric.|https://img.pokemondb.net/sprites/items/zap-plate.png
Zinc|Increases Special Defense EVs by 10.|https://img.pokemondb.net/sprites/items/zinc.png
Zoom Lens|Raises a move's accuracy if the holder moves after its target.|https://img.pokemondb.net/sprites/items/zoom-lens.png
